Tech;Duplex;BW;N_ant;Band;Chamber;Polarization;Transf;Throughput;PcktRetr;Ptx;Prx;Pl;Time;RTTmin;RTTavg;RTTmax;RTTmdev
5G;FDD;15;MIMO;1;rever;3;170;143;2189;15;15;0;14017;18.982;28.231;37.488;5.777
5G;FDD;15;MIMO;1;rever;3;171;143;1511;15;15;0;14019;18.399;27.633;36.955;5.375
5G;FDD;15;MIMO;1;rever;3;169;142;1719;15;15;0;14012;18.801;29.900;37.928;5.937
5G;FDD;15;MIMO;1;rever;3;169;142;2151;15;15;0;14016;18.872;29.002;38.063;6.097
5G;FDD;15;MIMO;1;rever;3;169;142;1468;15;15;0;14013;19.730;30.808;37.998;4.724
5G;FDD;15;MIMO;1;rever;3;169;142;1678;15;15;0;14012;18.937;31.886;38.104;5.682
5G;FDD;15;MIMO;1;rever;3;169;142;2476;15;15;0;14013;19.968;27.612;38.071;6.294
5G;FDD;15;SISO;1;anecoica;1;89.2;74.8;913;15;15;0;14010;19.052;24.699;38.037;4.607
5G;FDD;15;SISO;1;anecoica;1;89.0;74.7;1311;15;15;0;14011;18.973;25.179;37.953;5.546
5G;FDD;15;SISO;1;anecoica;1;89.2;74.9;1655;15;15;0;14011;18.870;27.036;37.991;6.557
5G;FDD;15;SISO;1;anecoica;1;89.2;74.8;889;15;15;0;14009;19.032;24.906;29.186;3.301
5G;FDD;15;SISO;1;anecoica;1;89.3;74.9;924;15;14;6;14006;22.059;25.752;28.931;2.117
5G;FDD;15;SISO;1;anecoica;1;89.1;74.8;1376;15;15;0;14010;18.986;24.680;37.966;4.388
5G;FDD;15;SISO;1;anecoica;1;89.6;75.1;1143;15;15;0;14012;19.008;25.832;37.941;5.272
5G;FDD;15;SISO;1;anecoica;1;89.7;75.2;1644;15;15;0;14012;18.914;24.909;38.134;5.789
5G;FDD;15;SISO;1;anecoica;1;89.2;74.9;1174;15;15;0;14008;19.789;23.792;28.057;2.605
5G;FDD;15;SISO;1;anecoica;1;89.3;74.9;971;15;15;0;14009;18.800;25.340;29.043;3.152
5G;FDD;15;SISO;1;anecoica;1;89.4;75.0;1029;15;15;0;14010;19.022;24.374;37.994;4.695
5G;FDD;15;SISO;1;anecoica;1;89.4;75.0;1066;15;15;0;14009;19.036;24.105;28.242;2.461
5G;FDD;15;SISO;1;anecoica;1;89.3;74.9;1199;15;15;0;14015;19.910;28.599;37.988;6.265
5G;FDD;15;SISO;1;anecoica;1;89.6;75.1;1256;15;15;0;14011;18.914;25.144;37.055;4.341
5G;FDD;15;SISO;1;anecoica;1;89.6;75.1;1538;15;15;0;14007;21.003;24.566;28.430;1.955
5G;FDD;15;SISO;1;anecoica;1;89.2;74.8;1068;15;15;0;14009;18.641;24.614;29.147;3.015
5G;FDD;15;SISO;1;anecoica;1;89.5;75.1;1685;15;15;0;14010;18.972;24.143;38.161;4.656
5G;FDD;15;SISO;1;anecoica;1;89.0;74.7;1178;15;15;0;14014;18.948;27.384;37.937;6.469
5G;FDD;15;SISO;1;anecoica;1;89.4;75.0;869;15;15;0;14010;18.646;24.695;28.478;2.948
5G;FDD;15;SISO;1;anecoica;1;89.3;74.9;985;15;15;0;14009;18.859;24.444;28.099;2.855
5G;FDD;15;SISO;1;anecoica;2;89.3;74.9;874;15;15;0;14015;18.492;27.390;37.019;6.552
5G;FDD;15;SISO;1;anecoica;2;89.6;75.1;787;15;15;0;14016;18.632;27.171;37.787;6.289
5G;FDD;15;SISO;1;anecoica;2;89.3;74.9;1146;15;15;0;14012;19.191;28.520;38.033;6.385
5G;FDD;15;SISO;1;anecoica;2;89.2;74.8;1274;15;15;0;14017;18.795;27.652;37.061;6.112
5G;FDD;15;SISO;1;anecoica;2;89.4;75.0;1056;15;15;0;14014;18.669;26.726;36.980;6.052
5G;FDD;15;SISO;1;anecoica;2;89.4;75.0;1006;15;15;0;14012;18.961;27.525;38.113;6.300
5G;FDD;15;SISO;1;anecoica;2;89.0;74.7;968;15;15;0;14011;18.920;25.481;36.971;5.188
5G;FDD;15;SISO;1;anecoica;2;89.1;74.8;1378;15;15;0;14011;18.857;25.164;37.631;4.585
5G;FDD;15;SISO;1;anecoica;2;89.5;75.1;1369;15;15;0;14013;19.043;26.905;37.866;6.427
5G;FDD;15;SISO;1;anecoica;2;89.5;75.1;1828;15;15;0;14040;18.992;95.982;1.054.138;256.136
5G;FDD;15;SISO;1;anecoica;2;89.6;75.1;997;15;15;0;14016;19.759;29.117;38.022;5.900
5G;FDD;15;SISO;1;anecoica;2;89.6;75.2;1353;15;15;0;14017;19.072;28.537;38.186;5.921
5G;FDD;15;SISO;1;anecoica;2;89.5;75.0;895;15;15;0;14015;18.998;29.630;38.161;6.462
5G;FDD;15;SISO;1;anecoica;2;89.7;75.3;2100;15;15;0;14011;18.977;25.007;37.960;5.560
5G;FDD;15;SISO;1;anecoica;2;89.6;75.2;2252;15;15;0;14016;18.995;27.877;37.949;5.996
5G;FDD;15;SISO;1;anecoica;2;89.3;74.9;1040;15;15;0;14016;19.601;29.973;38.056;6.057
5G;FDD;15;SISO;1;anecoica;2;89.6;75.1;880;15;15;0;14013;19.492;27.095;38.019;5.517
5G;FDD;15;SISO;1;anecoica;2;89.2;74.8;1059;15;15;0;14014;18.910;27.004;36.984;5.677
5G;FDD;15;SISO;1;anecoica;2;90.0;75.5;1542;15;15;0;14011;19.007;25.010;37.983;5.556
5G;FDD;15;SISO;1;anecoica;2;89.5;75.1;1042;15;15;0;14012;18.939;26.836;36.982;5.437
5G;FDD;15;SISO;1;anecoica;3;89.3;74.9;966;15;15;0;14020;18.425;28.159;37.019;5.758
5G;FDD;15;SISO;1;anecoica;3;89.3;74.9;995;15;15;0;14016;19.413;28.673;37.989;5.802
5G;FDD;15;SISO;1;anecoica;3;89.3;74.9;1967;15;15;0;14001;26.060;26.997;28.412;0.572
5G;FDD;15;SISO;1;anecoica;3;89.4;75.0;853;15;15;0;14010;18.976;24.710;38.030;4.584
5G;FDD;15;SISO;1;anecoica;3;89.6;75.1;804;15;15;0;14007;20.824;24.383;28.513;2.164
5G;FDD;15;SISO;1;anecoica;3;89.1;74.8;1140;15;15;0;14012;19.257;26.166;38.252;6.511
5G;FDD;15;SISO;1;anecoica;3;89.3;74.9;1137;15;15;0;14015;19.282;28.752;38.258;6.281
5G;FDD;15;SISO;1;anecoica;3;89.1;74.7;1421;15;15;0;14030;18.863;95.371;1.048.599;254.810
5G;FDD;15;SISO;1;anecoica;3;89.4;75.0;1324;15;15;0;14016;19.957;28.541;38.046;6.037
5G;FDD;15;SISO;1;anecoica;3;89.6;75.2;904;15;15;0;14002;26.039;27.168;28.623;0.564
5G;FDD;15;SISO;1;anecoica;3;89.4;75.0;1120;15;15;0;14012;19.015;27.133;37.916;6.814
5G;FDD;15;SISO;1;anecoica;3;89.3;74.9;1289;15;15;0;14014;19.634;29.599;37.965;6.284
5G;FDD;15;SISO;1;anecoica;3;89.5;75.0;1151;15;15;0;14018;19.910;28.808;37.956;5.444
5G;FDD;15;SISO;1;anecoica;3;89.2;74.8;967;15;15;0;14014;19.233;28.065;38.132;6.017
5G;FDD;15;SISO;1;anecoica;3;89.5;75.1;1564;15;15;0;14016;18.824;27.694;36.992;6.287
5G;FDD;15;SISO;1;anecoica;3;89.5;75.1;1078;15;15;0;14011;18.984;26.273;38.129;6.305
5G;FDD;15;SISO;1;anecoica;3;89.8;75.4;1755;15;15;0;14017;18.963;28.283;37.827;5.851
5G;FDD;15;SISO;1;anecoica;3;89.4;75.0;816;15;15;0;14018;19.050;28.582;37.508;5.539
5G;FDD;15;SISO;1;anecoica;3;88.8;74.5;1479;15;15;0;14016;18.816;27.289;37.270;5.909
5G;FDD;15;SISO;1;anecoica;3;89.8;75.3;788;15;15;0;14016;19.053;28.410;38.224;5.927
5G;FDD;15;SISO;1;rever;1;89.1;74.7;981;15;15;0;14012;18.791;26.779;38.224;6.960
5G;FDD;15;SISO;1;rever;1;89.8;75.3;1763;15;15;0;14016;19.028;28.754;37.970;6.205
5G;FDD;15;SISO;1;rever;1;89.4;75.0;1920;15;15;0;14019;19.003;28.399;37.792;5.767
5G;FDD;15;SISO;1;rever;1;89.5;75.1;1006;15;15;0;14013;19.013;26.851;38.005;5.563
5G;FDD;15;SISO;1;rever;1;89.4;75.0;1486;15;15;0;14009;18.976;26.179;37.988;6.132
5G;FDD;15;SISO;1;rever;1;89.3;74.9;2170;15;15;0;14011;18.444;24.019;37.444;4.862
5G;FDD;15;SISO;1;rever;1;87.5;73.4;1864;15;15;0;14016;19.914;29.723;38.033;6.128
5G;FDD;15;SISO;1;rever;1;89.8;75.3;1213;15;15;0;14020;24.000;97.272;1.042.684;252.691
5G;FDD;15;SISO;1;rever;1;89.8;75.3;1629;15;15;0;14015;18.872;27.127;37.660;6.216
5G;FDD;15;SISO;1;rever;1;89.5;75.0;1209;15;15;0;14012;19.040;26.872;37.890;6.759
5G;FDD;15;SISO;1;rever;1;89.6;75.2;1013;15;15;0;14011;18.374;24.647;37.095;4.562
5G;FDD;15;SISO;1;rever;1;89.6;75.1;1254;15;15;0;14015;19.069;27.546;37.915;5.316
5G;FDD;15;SISO;1;rever;1;89.8;75.3;1116;15;15;0;14012;18.961;27.016;38.432;6.760
5G;FDD;15;SISO;1;rever;1;89.2;74.8;1287;15;15;0;14008;19.941;23.029;28.489;2.816
5G;FDD;15;SISO;1;rever;1;89.4;75.0;1049;15;15;0;14014;18.425;26.560;37.398;6.290
5G;FDD;15;SISO;1;rever;1;89.5;75.1;1546;15;15;0;14014;19.003;28.609;38.081;6.660
5G;FDD;15;SISO;1;rever;1;89.7;75.3;974;15;15;0;14041;18.840;97.261;1.043.734;253.001
5G;FDD;15;SISO;1;rever;1;89.1;74.7;1584;15;15;0;14017;19.884;29.189;38.043;5.487
5G;FDD;15;SISO;1;rever;1;89.4;75.0;1362;15;15;0;14015;18.986;27.819;37.503;5.753
5G;FDD;15;SISO;1;rever;1;89.6;75.2;2044;15;15;0;14007;20.973;25.434;28.993;2.457
5G;FDD;15;SISO;1;rever;2;89.5;75.1;1592;15;15;0;14012;19.085;28.027;37.956;6.706
5G;FDD;15;SISO;1;rever;2;89.3;74.9;845;15;15;0;14008;18.981;23.520;28.268;2.822
5G;FDD;15;SISO;1;rever;2;89.4;75.0;1927;15;15;0;14010;18.974;24.455;38.203;4.807
5G;FDD;15;SISO;1;rever;2;89.6;75.2;1077;15;15;0;14011;18.775;24.766;36.978;4.296
5G;FDD;15;SISO;1;rever;2;89.5;75.1;1170;15;15;0;14015;18.354;28.010;36.978;6.093
5G;FDD;15;SISO;1;rever;2;89.5;75.1;789;15;15;0;14014;19.070;29.304;37.988;6.640
5G;FDD;15;SISO;1;rever;2;89.4;75.0;1073;15;15;0;14018;19.843;29.402;38.010;5.929
5G;FDD;15;SISO;1;rever;2;89.0;74.7;873;15;15;0;14016;18.996;28.563;37.849;6.011
5G;FDD;15;SISO;1;rever;2;90.0;75.5;1512;15;15;0;14012;18.991;25.706;37.986;5.256
5G;FDD;15;SISO;1;rever;2;89.4;75.0;2126;15;15;0;14000;27.947;28.316;29.062;0.405
5G;FDD;15;SISO;1;rever;2;89.5;75.1;1510;15;15;0;14013;18.955;26.735;37.290;5.370
5G;FDD;15;SISO;1;rever;2;89.3;74.9;854;15;15;0;14012;18.988;26.011;37.971;5.142
5G;FDD;15;SISO;1;rever;2;89.4;75.0;1357;15;15;0;14013;19.353;26.508;37.957;5.645
5G;FDD;15;SISO;1;rever;2;89.5;75.1;1302;15;15;0;14011;18.952;24.600;37.039;4.355
5G;FDD;15;SISO;1;rever;2;89.4;75.0;879;15;15;0;14014;19.155;27.834;37.995;6.381
5G;FDD;15;SISO;1;rever;2;89.7;75.2;1623;15;15;0;14012;18.795;25.566;37.600;5.333
5G;FDD;15;SISO;1;rever;2;89.2;74.8;904;15;15;0;14009;18.843;23.423;28.011;2.767
5G;FDD;15;SISO;1;rever;2;89.5;75.1;1110;15;15;0;14009;19.062;23.969;28.207;2.591
5G;FDD;15;SISO;1;rever;2;89.9;75.4;949;15;15;0;14010;19.056;25.336;37.792;4.133
5G;FDD;15;SISO;1;rever;2;89.5;75.0;1582;15;15;0;14014;18.779;26.195;37.974;6.656
5G;FDD;15;SISO;1;rever;3;89.4;75.0;1384;15;15;0;14017;19.347;30.108;42.944;6.235
5G;FDD;15;SISO;1;rever;3;89.5;75.1;1609;15;15;0;14012;18.294;27.675;38.003;7.537
5G;FDD;15;SISO;1;rever;3;89.5;75.1;1203;15;15;0;14016;19.960;29.891;37.981;6.072
5G;FDD;15;SISO;1;rever;3;89.7;75.2;2603;15;15;0;14008;18.873;23.172;33.036;3.815
5G;FDD;15;SISO;1;rever;3;89.0;74.6;1539;15;15;0;14009;18.935;23.403;28.344;3.063
5G;FDD;15;SISO;1;rever;3;89.5;75.0;1311;15;15;0;14013;19.403;28.013;42.979;7.080
5G;FDD;15;SISO;1;rever;3;89.4;75.0;1619;15;15;0;14010;18.942;82.490;860.959;208.190
5G;FDD;15;SISO;1;rever;3;89.5;75.1;1325;15;15;0;14014;18.970;27.981;45.780;6.863
5G;FDD;15;SISO;1;rever;3;89.3;74.9;1632;15;15;0;14011;19.250;33.058;37.996;4.686
5G;FDD;15;SISO;1;rever;3;89.2;74.9;1416;15;15;0;14008;18.437;23.401;38.003;4.512
5G;FDD;15;SISO;1;rever;3;88.2;74.0;1221;15;15;0;14013;19.314;30.155;38.039;5.221
5G;FDD;15;SISO;1;rever;3;89.6;75.1;2189;15;15;0;14017;18.820;27.943;37.946;5.910
5G;FDD;15;SISO;1;rever;3;89.2;74.8;842;15;15;0;14014;19.740;28.186;37.974;6.506
5G;FDD;15;SISO;1;rever;3;89.6;75.2;1315;15;15;0;14016;19.747;29.109;37.970;5.396
5G;FDD;15;SISO;1;rever;3;89.5;75.1;1158;15;15;0;14016;19.013;27.870;37.899;5.834
5G;FDD;15;SISO;1;rever;3;89.7;75.2;1303;15;15;0;14016;18.995;28.224;37.499;6.069
5G;FDD;15;SISO;1;rever;3;89.6;75.2;1673;15;15;0;14016;18.569;28.834;39.925;6.309
5G;FDD;15;SISO;1;rever;3;89.7;75.2;1602;15;15;0;14012;19.769;32.735;37.960;4.742
5G;FDD;15;SISO;1;rever;3;89.1;74.8;1529;15;15;0;14011;19.957;27.251;38.342;5.354
5G;FDD;15;SISO;1;rever;3;89.5;75.1;1359;15;15;0;14010;18.542;25.214;37.943;5.553
5G;FDD;20;MIMO;1;anecoica;1;227;190;1160;15;15;0;14008;20.055;91.855;366.690;135.534
5G;FDD;20;MIMO;1;anecoica;1;226;190;1435;15;15;0;14011;19.687;27.369;37.993;6.706
5G;FDD;20;MIMO;1;anecoica;1;227;190;1113;15;15;0;14015;18.658;93.594;1.022.109;248.234
5G;FDD;20;MIMO;1;anecoica;1;226;190;1285;15;15;0;14013;18.612;92.165;1.025.013;249.390
5G;FDD;20;MIMO;1;anecoica;1;226;190;1371;15;15;0;14027;20.636;92.114;1.041.360;253.705
5G;FDD;20;MIMO;1;anecoica;1;226;189;1226;15;15;0;14013;19.004;27.482;38.005;6.887
5G;FDD;20;MIMO;1;anecoica;1;227;190;1346;15;15;0;14011;18.944;29.589;38.272;7.009
5G;FDD;20;MIMO;1;anecoica;1;226;190;875;15;15;0;14014;19.912;84.901;874.083;211.004
5G;FDD;20;MIMO;1;anecoica;1;227;191;1450;15;15;0;14013;19.942;27.561;38.032;5.886
5G;FDD;20;MIMO;1;anecoica;1;227;190;1230;15;15;0;14050;18.871;161.495;1.059.688;346.020
5G;FDD;20;MIMO;1;anecoica;1;226;189;1534;15;15;0;14014;18.979;28.912;38.440;6.541
5G;FDD;20;MIMO;1;anecoica;1;227;190;959;15;15;0;14015;20.075;29.707;38.392;5.985
5G;FDD;20;MIMO;1;anecoica;1;226;190;702;15;15;0;14012;18.975;26.323;37.712;5.740
5G;FDD;20;MIMO;1;anecoica;1;226;189;1282;15;15;0;14013;18.917;28.165;37.920;6.277
5G;FDD;20;MIMO;1;anecoica;1;227;190;1822;15;15;0;14009;18.987;23.269;27.833;2.927
5G;FDD;20;MIMO;1;anecoica;1;226;190;1464;15;15;0;14009;18.941;22.589;27.771;2.419
5G;FDD;20;MIMO;1;anecoica;1;227;190;1243;15;15;0;14012;18.958;94.654;1.036.053;251.686
5G;FDD;20;MIMO;1;anecoica;1;226;190;1176;15;15;0;14029;19.222;93.236;1.040.039;253.079
5G;FDD;20;MIMO;1;anecoica;1;227;190;1450;15;15;0;14015;19.880;28.818;37.951;5.858
5G;FDD;20;MIMO;1;anecoica;1;227;190;972;15;15;0;14014;19.935;28.082;37.900;5.826
5G;FDD;20;MIMO;1;anecoica;2;226;190;1585;15;15;0;14016;19.673;28.138;37.943;5.632
5G;FDD;20;MIMO;1;anecoica;2;225;189;1067;15;15;0;14013;19.570;27.493;38.112;5.655
5G;FDD;20;MIMO;1;anecoica;2;226;190;2450;15;15;0;14014;20.368;29.825;39.278;6.521
5G;FDD;20;MIMO;1;anecoica;2;227;190;1166;15;15;0;14008;19.694;25.127;39.676;4.464
5G;FDD;20;MIMO;1;anecoica;2;226;189;2864;15;15;0;14012;18.956;27.950;40.293;7.065
5G;FDD;20;MIMO;1;anecoica;2;226;189;1729;15;15;0;14016;18.975;96.631;1.024.699;248.098
5G;FDD;20;MIMO;1;anecoica;2;227;190;1375;15;15;0;14008;20.332;24.739;28.671;2.595
5G;FDD;20;MIMO;1;anecoica;2;227;191;995;15;15;0;14010;19.319;93.432;1.026.028;249.324
5G;FDD;20;MIMO;1;anecoica;2;225;189;957;15;15;0;14011;18.913;26.826;41.915;6.570
5G;FDD;20;MIMO;1;anecoica;2;227;190;1315;15;15;0;14011;18.847;24.842;36.994;5.540
5G;FDD;20;MIMO;1;anecoica;2;227;190;1120;15;15;0;14015;18.975;27.879;37.989;6.056
5G;FDD;20;MIMO;1;anecoica;2;226;190;1298;15;15;0;14017;19.610;28.880;38.001;6.051
5G;FDD;20;MIMO;1;anecoica;2;228;191;1005;15;15;0;14015;19.619;28.646;38.151;6.109
5G;FDD;20;MIMO;1;anecoica;2;226;190;886;15;15;0;14012;19.936;27.374;38.016;6.147
5G;FDD;20;MIMO;1;anecoica;2;226;190;1294;15;15;0;14011;19.239;26.186;37.974;6.031
5G;FDD;20;MIMO;1;anecoica;2;226;190;1428;15;15;0;14036;22.125;97.988;1.061.044;257.428
5G;FDD;20;MIMO;1;anecoica;2;227;190;1008;15;15;0;14016;19.301;29.220;38.013;6.256
5G;FDD;20;MIMO;1;anecoica;2;226;190;1564;15;15;0;14026;22.035;92.491;1.043.228;254.101
5G;FDD;20;MIMO;1;anecoica;2;227;190;876;15;15;0;14008;19.116;22.851;27.654;2.670
5G;FDD;20;MIMO;1;anecoica;2;227;190;1015;15;15;0;14007;20.856;24.010;28.018;2.055
5G;FDD;20;MIMO;1;anecoica;3;226;190;1349;15;15;0;14015;19.336;29.907;38.271;6.551
5G;FDD;20;MIMO;1;anecoica;3;226;189;936;15;15;0;14012;18.878;27.637;37.967;6.842
5G;FDD;20;MIMO;1;anecoica;3;224;188;1089;15;15;0;14008;21.005;26.444;30.917;2.681
5G;FDD;20;MIMO;1;anecoica;3;225;189;1270;15;15;0;14012;18.534;48.385;360.039;83.519
5G;FDD;20;MIMO;1;anecoica;3;227;190;1444;15;15;0;14010;19.008;25.879;38.019;5.390
5G;FDD;20;MIMO;1;anecoica;3;225;189;924;15;15;0;14012;18.907;28.470;37.912;6.645
5G;FDD;20;MIMO;1;anecoica;3;226;190;862;15;15;0;14010;19.029;25.044;37.905;4.303
5G;FDD;20;MIMO;1;anecoica;3;224;188;683;15;15;0;14016;18.779;27.354;37.567;5.953
5G;FDD;20;MIMO;1;anecoica;3;225;188;1370;15;15;0;14034;19.044;97.431;1.052.149;255.233
5G;FDD;20;MIMO;1;anecoica;3;224;188;539;15;15;0;14010;18.878;24.485;37.966;4.728
5G;FDD;20;MIMO;1;anecoica;3;225;189;584;15;15;0;14013;19.562;27.484;38.092;6.920
5G;FDD;20;MIMO;1;anecoica;3;226;190;1148;15;15;0;14023;23.984;97.248;1.045.946;253.572
5G;FDD;20;MIMO;1;anecoica;3;224;188;492;15;15;0;14008;19.030;22.769;27.647;2.281
5G;FDD;20;MIMO;1;anecoica;3;223;187;851;15;15;0;14012;18.936;26.620;38.072;6.789
5G;FDD;20;MIMO;1;anecoica;3;226;189;930;15;15;0;14018;18.493;27.950;37.492;6.294
5G;FDD;20;MIMO;1;anecoica;3;227;190;669;15;15;0;14018;19.029;94.317;1.036.224;251.783
5G;FDD;20;MIMO;1;anecoica;3;227;190;986;15;15;0;14015;18.913;26.883;37.735;5.731
5G;FDD;20;MIMO;1;anecoica;3;225;189;744;15;15;0;14010;18.907;23.854;38.068;4.721
5G;FDD;20;MIMO;1;anecoica;3;226;190;1000;15;15;0;14013;18.697;95.705;1.037.013;251.658
5G;FDD;20;MIMO;1;anecoica;3;224;188;740;15;15;0;14041;23.965;231.150;1.062.798;406.503
5G;FDD;20;MIMO;1;rever;1;226;190;1303;15;15;0;14016;19.001;27.800;38.001;6.066
5G;FDD;20;MIMO;1;rever;1;224;188;822;15;15;0;14012;18.849;91.921;1.024.001;249.163
5G;FDD;20;MIMO;1;rever;1;224;188;738;15;15;0;14017;23.008;230.336;1.042.175;343.033
5G;FDD;20;MIMO;1;rever;1;225;189;1294;15;15;0;14010;19.142;34.860;188.013;41.169
5G;FDD;20;MIMO;1;rever;1;226;190;936;15;15;0;14011;18.575;27.121;37.971;6.431
5G;FDD;20;MIMO;1;rever;1;224;188;768;15;15;0;14015;19.045;29.235;37.901;5.930
5G;FDD;20;MIMO;1;rever;1;225;189;552;15;15;0;14014;18.890;107.584;1.026.626;249.201
5G;FDD;20;MIMO;1;rever;1;227;190;1267;15;15;0;14010;19.604;24.811;37.871;4.202
5G;FDD;20;MIMO;1;rever;1;225;188;571;15;15;0;14066;22.039;166.763;1.068.452;350.090
5G;FDD;20;MIMO;1;rever;1;224;188;765;15;15;0;14010;19.012;23.545;37.991;4.668
5G;FDD;20;MIMO;1;rever;1;224;188;612;15;15;0;14012;18.982;27.674;38.071;7.042
5G;FDD;20;MIMO;1;rever;1;226;190;562;15;15;0;14020;23.885;97.196;1.042.666;252.710
5G;FDD;20;MIMO;1;rever;1;224;188;995;15;15;0;14035;22.030;97.435;1.061.858;257.794
5G;FDD;20;MIMO;1;rever;1;225;189;1322;15;15;0;14014;18.897;26.951;38.028;6.249
5G;FDD;20;MIMO;1;rever;1;227;191;775;15;15;0;14029;18.839;93.369;1.043.089;253.859
5G;FDD;20;MIMO;1;rever;1;223;187;1352;15;15;0;14017;18.694;28.463;36.901;6.000
5G;FDD;20;MIMO;1;rever;1;225;188;863;15;15;0;14013;18.855;26.877;36.998;6.092
5G;FDD;20;MIMO;1;rever;1;226;190;915;15;15;0;14010;19.825;25.640;37.980;5.325
5G;FDD;20;MIMO;1;rever;1;223;187;669;15;15;0;14016;19.095;27.836;37.853;6.032
5G;FDD;20;MIMO;1;rever;1;224;188;1171;15;15;0;14008;19.967;24.348;28.228;2.220
5G;FDD;20;MIMO;1;rever;2;226;190;1506;15;15;0;14015;19.958;28.505;37.875;5.655
5G;FDD;20;MIMO;1;rever;2;226;189;797;15;15;0;14010;18.900;24.846;37.968;4.586
5G;FDD;20;MIMO;1;rever;2;226;190;1713;15;15;0;14012;18.790;133.577;1.020.996;284.889
5G;FDD;20;MIMO;1;rever;2;224;188;775;15;15;0;14008;19.835;80.218;881.318;214.113
5G;FDD;20;MIMO;1;rever;2;223;187;871;15;15;0;14042;24.793;96.604;1.063.095;258.313
5G;FDD;20;MIMO;1;rever;2;225;189;791;15;14;6;14015;19.025;28.207;38.041;6.559
5G;FDD;20;MIMO;1;rever;2;227;190;1113;15;15;0;14010;19.204;24.610;38.085;4.198
5G;FDD;20;MIMO;1;rever;2;225;189;835;15;15;0;14015;18.907;27.772;37.419;5.748
5G;FDD;20;MIMO;1;rever;2;226;189;881;15;15;0;14014;18.959;26.637;37.847;6.074
5G;FDD;20;MIMO;1;rever;2;225;189;906;15;15;0;14014;16.615;25.966;36.984;6.500
5G;FDD;20;MIMO;1;rever;2;226;190;1022;15;15;0;14011;18.613;26.093;37.030;5.081
5G;FDD;20;MIMO;1;rever;2;224;188;925;15;15;0;14022;24.967;96.446;1.047.784;254.266
5G;FDD;20;MIMO;1;rever;2;225;188;962;15;15;0;14009;18.992;23.768;28.025;2.699
5G;FDD;20;MIMO;1;rever;2;225;189;1034;15;15;0;14012;18.871;93.477;1.020.819;247.923
5G;FDD;20;MIMO;1;rever;2;226;190;913;15;15;0;14040;21.605;95.788;1.060.489;257.846
5G;FDD;20;MIMO;1;rever;2;224;188;966;15;15;0;14009;19.021;23.466;28.262;2.503
5G;FDD;20;MIMO;1;rever;2;225;189;666;15;15;0;14046;21.893;99.676;1.068.173;258.884
5G;FDD;20;MIMO;1;rever;2;224;188;927;15;14;6;14042;18.744;106.386;1.068.228;266.814
5G;FDD;20;MIMO;1;rever;2;225;189;744;15;15;0;14017;19.947;28.823;38.005;5.560
5G;FDD;20;MIMO;1;rever;2;227;190;1536;15;15;0;14011;18.971;27.506;38.186;7.393
5G;FDD;20;MIMO;1;rever;3;227;190;1816;15;15;0;14011;18.569;24.458;38.003;5.604
5G;FDD;20;MIMO;1;rever;3;224;188;1391;15;15;0;14015;19.038;29.262;37.960;6.294
5G;FDD;20;MIMO;1;rever;3;227;190;1131;15;15;0;14015;18.975;29.382;37.858;6.180
5G;FDD;20;MIMO;1;rever;3;225;188;1345;15;15;0;14015;19.552;27.422;37.977;6.322
5G;FDD;20;MIMO;1;rever;3;224;188;1377;15;15;0;14012;19.003;26.123;37.927;5.751
5G;FDD;20;MIMO;1;rever;3;224;188;1449;15;15;0;14008;19.918;23.508;27.835;2.560
5G;FDD;20;MIMO;1;rever;3;221;186;1954;15;15;0;14012;19.634;24.217;36.040;4.127
5G;FDD;20;MIMO;1;rever;3;224;188;1874;15;15;0;14010;18.580;93.545;1.022.936;248.478
5G;FDD;20;MIMO;1;rever;3;225;189;1404;15;15;0;14017;18.560;28.516;36.992;6.040
5G;FDD;20;MIMO;1;rever;3;223;187;2143;15;15;0;14016;19.644;28.375;37.977;5.944
5G;FDD;20;MIMO;1;rever;3;225;188;1995;15;15;0;14015;19.494;28.721;38.106;6.210
5G;FDD;20;MIMO;1;rever;3;224;188;1661;15;15;0;14013;19.022;27.777;38.258;6.375
5G;FDD;20;MIMO;1;rever;3;224;188;2174;15;15;0;14002;24.875;25.935;27.906;0.923
5G;FDD;20;MIMO;1;rever;3;223;187;1738;15;15;0;14015;19.931;30.191;37.984;5.114
5G;FDD;20;MIMO;1;rever;3;220;184;2088;15;15;0;14015;19.429;28.657;37.916;5.910
5G;FDD;20;MIMO;1;rever;3;226;190;1718;15;15;0;14016;19.102;28.690;37.826;6.179
5G;FDD;20;MIMO;1;rever;3;223;187;2043;15;15;0;14021;19.014;93.471;1.032.910;251.170
5G;FDD;20;MIMO;1;rever;3;223;187;1077;15;15;0;14015;18.389;27.756;37.608;6.186
5G;FDD;20;MIMO;1;rever;3;225;189;1645;15;15;0;14011;18.958;24.889;38.002;5.619
5G;FDD;20;MIMO;1;rever;3;226;189;1495;15;15;0;14009;18.996;91.626;1.039.079;253.251
5G;FDD;20;SISO;1;anecoica;1;115;96.9;798;15;15;0;14013;13.368;30.787;37.943;6.725
5G;FDD;20;SISO;1;anecoica;1;115;96.9;1216;15;15;0;14013;18.895;26.831;37.345;5.435
5G;FDD;20;SISO;1;anecoica;1;116;97.0;881;15;15;0;14016;14.032;25.602;43.161;8.165
5G;FDD;20;SISO;1;anecoica;1;115;96.9;1435;15;15;0;14014;18.991;28.225;38.039;6.204
